Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Umsatzsteuer aus im Inland steuerpfl. EU-Lieferungen,Umsatzsteuer (Gruppe),3807,,0,Tax,Liability,EUR
Umsatzsteuer aus im Inland steuerpfl. EU-Lieferungen 19 %,Umsatzsteuer (Gruppe),3808,,0,Tax,Liability,EUR
Umsatzsteuer aus innergem. Erwerb ohne Vorsteuerabzug,Umsatzsteuer (Gruppe),3809,,0,Tax,Liability,EUR
Umsatzsteuer-Vorauszahlungen,Umsatzsteuer (Gruppe),3820,,0,Tax,Liability,EUR
Umsatzsteuer-Vorauszahlung 1/11,Umsatzsteuer (Gruppe),3830,,0,Tax,Liability,EUR
"Nachsteuer, UStVA Kz. 65",Umsatzsteuer (Gruppe),3832,,0,Tax,Liability,EUR
Umsatzsteuer aus innergem. Erwerb von Neufahrzeugen von Lieferanten ohne Ust-ID,Umsatzsteuer (Gruppe),3834,,0,Tax,Liability,EUR
Umsatzsteuer nach § 13b UStG,Umsatzsteuer (Gruppe),3835,,0,Tax,Liability,EUR
Umsatzsteuer nach § 13b UStG 19 %,Umsatzsteuer (Gruppe),3837,,0,Tax,Liability,EUR
Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Umsatzsteuer (Gruppe),3839,,0,Tax,Liability,EUR
Steuerzahlungen an andere Länder,Umsatzsteuer (Gruppe),3854,,0,Tax,Liability,EUR
Umsatzsteuer nicht fällig (Gruppe),Umsatzsteuer (Gruppe),,,1,,Liability,EUR
Umsatzsteuer nicht fällig,Umsatzsteuer nicht fällig (Gruppe),3810,,0,Tax,Liability,EUR
Umsatzsteuer nicht fällig 7 %,Umsatzsteuer nicht fällig (Gruppe),3811,,0,Tax,Liability,EUR
Umsatzsteuer nicht fällig aus im Inland steuerpfl. EU-Lieferungen,Umsatzsteuer nicht fällig (Gruppe),3812,,0,Tax,Liability,EUR
Umsatzsteuer nicht fällig aus im Inland steuerpfl. EU-Lieferungen 19 %,Umsatzsteuer nicht fällig (Gruppe),3814,,0,Tax,Liability,EUR
Umsatzsteuer nicht fällig 19 %,Umsatzsteuer nicht fällig (Gruppe),3816,,0,Tax,Liability,EUR
Umsatzsteuer aus im anderen EU-Land steuerpfl. Lieferungen,Umsatzsteuer nicht fällig (Gruppe),3817,,0,Tax,Liability,EUR
Umsatzsteuer aus im anderen EU-Land steuerpfl. sonstigen Leistungen/Werklieferungen,Umsatzsteuer nicht fällig (Gruppe),3818,,0,Tax,Liability,EUR
Umsatzsteuer aus Erwerb als letzter Abnehmer innerh. eines Dreiecksgesch.s,Umsatzsteuer nicht fällig (Gruppe),3819,,0,Tax,Liability,EUR
Verbindlichkeiten aus Lohn und Gehalt (Gruppe),8 - sonstige Verbindlichkeiten,,,1,,Liability,EUR
Verbindlichkeiten aus Lohn und Gehalt,Verbindlichkeiten aus Lohn und Gehalt (Gruppe),3720,,0,Tax,Liability,EUR
VerbindlichkeitenfürEinbehaltungen von Arbeitnehmern,Verbindlichkeiten aus Lohn und Gehalt (Gruppe),3725,,0,Tax,Liability,EUR
Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag,Verbindlichkeiten aus Lohn und Gehalt (Gruppe),3726,,0,Tax,Liability,EUR
D - Rechnungsabgrenzungsposten,Passiva - Verbindlichkeiten,,,1,,Liability,EUR
Passive Rechnungsabgrenzung,D - Rechnungsabgrenzungsposten,3900,,0,,Liability,EUR
E - Passive latente Steuern,Passiva - Verbindlichkeiten,,,1,,Liability,EUR
Passive latente Steuern,E - Passive latente Steuern,3065,,0,,Liability,EUR
Aktiva,,,,1,,Asset,EUR
A - Anlagevermögen,Aktiva,,,1,,Asset,EUR
I - Immaterielle Vermögensgegenstände,A - Anlagevermögen,,,1,,Asset,EUR
1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,I - Immaterielle Vermögensgegenstände,,,1,,Asset,EUR
Selbst geschaffene immaterielle Vermögensgegenstände,1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,0143,,0,Fixed Asset,Asset,EUR
Lizenzen und Franchiseverträge,1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,0145,,0,Fixed Asset,Asset,EUR
Konzessionen und gewerbliche Schutzrechte,1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,0146,,0,Fixed Asset,Asset,EUR
"Rezepte, Verfahren, Prototypen",1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,0147,,0,Fixed Asset,Asset,EUR
Immaterielle Vermögensgegenstände in Entwicklung,1 - Selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte,0148,,0,Capital Work in Progress,Asset,EUR
"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",I - Immaterielle Vermögensgegenstände,,,1,,Asset,EUR
"Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen","2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0100,,0,Fixed Asset,Asset,EUR
Konzessionen ,"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0110,,0,Fixed Asset,Asset,EUR
Gewerbliche Schutzrechte ,"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0120,,0,Fixed Asset,Asset,EUR
Ähnliche Rechte und Werte,"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0130,,0,Fixed Asset,Asset,EUR
EDV-Software,"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0135,,0,Fixed Asset,Asset,EUR
Lizenzen an gewerblichen Schutzrechten und ähnliche Rechten und Werten,"2 - entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen",0140,,0,Fixed Asset,Asset,EUR
3 - Geschäfts- oder Firmenwert,I - Immaterielle Vermögensgegenstände,,,1,,Asset,EUR
Geschäfts- oder Firmenwert ,3 - Geschäfts- oder Firmenwert,0150,,0,Fixed Asset,Asset,EUR
4 - geleistete Anzahlungen,I - Immaterielle Vermögensgegenstände,,,1,,Asset,EUR
Geleistete Anzahlungen auf immaterielle Vermögensgegenstände,4 - geleistete Anzahlungen,0170,,0,Capital Work in Progress,Asset,EUR
Anzahlungen auf Geschäfts- oder Firmenwert,4 - geleistete Anzahlungen,0179,,0,Capital Work in Progress,Asset,EUR
II - Sachanlagen,A - Anlagevermögen,,,1,,Asset,EUR
"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",II - Sachanlagen,,,1,,Asset,EUR
"Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken","1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0200,,0,Fixed Asset,Asset,EUR
Grundstücksgleiche Rechte ohne Bauten,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0210,,0,Fixed Asset,Asset,EUR
Unbebaute Grundstücke,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0215,,0,Fixed Asset,Asset,EUR
"Grundstücksgleiche Rechte (Erbbaurecht, Dauerwohnrecht)","1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0220,,0,Fixed Asset,Asset,EUR
Grundstücke mit Substanzverzehr,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0225,,0,Fixed Asset,Asset,EUR
Grundstücksanteil häusliches Arbeitszimmer,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0229,,0,Fixed Asset,Asset,EUR
Bauten auf eigenen Grundstücken und grundstücksgleichen Rechten,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0230,,0,Fixed Asset,Asset,EUR
Grundstückswerte eigener bebauter Grundstücke,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0235,,0,Fixed Asset,Asset,EUR
Geschäftsbauten,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0240,,0,Fixed Asset,Asset,EUR
Fabrikbauten ,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0250,,0,Fixed Asset,Asset,EUR
Andere Bauten,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0260,,0,Fixed Asset,Asset,EUR
Garagen,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0270,,0,Fixed Asset,Asset,EUR
"Außenanlagen für Geschäfts-, Fabrik- und andere Bauten","1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0280,,0,Fixed Asset,Asset,EUR
Hof- und Wegebefestigungen,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0285,,0,Fixed Asset,Asset,EUR
"Einrichtungen für Geschäfts-, Fabrik- und andere Bauten","1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0290,,0,Fixed Asset,Asset,EUR
Wohnbauten ,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0300,,0,Fixed Asset,Asset,EUR
Außenanlagen ,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0310,,0,Fixed Asset,Asset,EUR
Einrichtungen für Wohnbauten ,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0320,,0,Fixed Asset,Asset,EUR
Gebäudeanteil häusliches Arbeitszimmer,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0329,,0,Fixed Asset,Asset,EUR
Bauten auf fremden Grundstücken,"1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0330,,0,Fixed Asset,Asset,EUR
"Einrichtungen für Geschäfts-, Fabrik-, Wohn- und andere Bauten","1 - Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken",0398,,0,Fixed Asset,Asset,EUR
2 - technische Anlagen und Maschinen,II - Sachanlagen,,,1,,Asset,EUR
Technische Anlagen und Maschinen,2 - technische Anlagen und Maschinen,0400,,0,Fixed Asset,Asset,EUR
Technische Anlagen,2 - technische Anlagen und Maschinen,0420,,0,Fixed Asset,Asset,EUR
Maschinen,2 - technische Anlagen und Maschinen,0440,,0,Fixed Asset,Asset,EUR
Transportanlagen und Ähnliches ,2 - technische Anlagen und Maschinen,0450,,0,Fixed Asset,Asset,EUR
Betriebsvorrichtungen,2 - technische Anlagen und Maschinen,0470,,0,Fixed Asset,Asset,EUR
"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",II - Sachanlagen,,,1,,Asset,EUR
"Andere Anlagen, Betriebs- und Geschäftsausstattung","3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0500,,0,Fixed Asset,Asset,EUR
Andere Anlagen,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0510,,0,Fixed Asset,Asset,EUR
Pkw,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0520,,0,Fixed Asset,Asset,EUR
Lkw,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0540,,0,Fixed Asset,Asset,EUR
Sonstige Transportmittel,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0560,,0,Fixed Asset,Asset,EUR
Werkzeuge,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0620,,0,Fixed Asset,Asset,EUR
Betriebsausstattung,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0630,,0,Fixed Asset,Asset,EUR
Geschäftsausstattung,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0635,,0,Fixed Asset,Asset,EUR
Ladeneinrichtung,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0640,,0,Fixed Asset,Asset,EUR
Büroeinrichtung,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0650,,0,Fixed Asset,Asset,EUR
Gerüst- und Schalungsmaterial,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0660,,0,Fixed Asset,Asset,EUR
Geringwertige Wirtschaftsgüter,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0670,,0,Fixed Asset,Asset,EUR
Wirtschaftsgüter größer 150  bis 1000 Euro (Sammelposten),"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0675,,0,Fixed Asset,Asset,EUR
Einbauten in fremde Grundstücke,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0680,,0,Fixed Asset,Asset,EUR
Sonstige Betriebs- und Geschäftsausstattung,"3 - andere Anlagen, Betriebs- und Geschäftsausstattung",0690,,0,Fixed Asset,Asset,EUR
4 - geleistete Anzahlungen und Anlagen im Bau,II - Sachanlagen,,,1,,Asset,EUR
Geleistete Anzahlungen und Anlagen im Bau,4 - geleistete Anzahlungen und Anlagen im Bau,0700,,0,Capital Work in Progress,Asset,EUR
Anzahlungen auf Grund und Boden,4 - geleistete Anzahlungen und Anlagen im Bau,0705,,0,Capital Work in Progress,Asset,EUR
"Geschäfts-, Fabrik- und andere Bauten im Bau auf eigenen Grundstücken",4 - geleistete Anzahlungen und Anlagen im Bau,0710,,0,Capital Work in Progress,Asset,EUR
"Anzahlungen auf Geschäfts-, Fabrik- und andere Bauten auf eigenen Grundstücken",4 - geleistete Anzahlungen und Anlagen im Bau,0720,,0,Capital Work in Progress,Asset,EUR
Wohnbauten im Bau auf eigenen Grundstücken,4 - geleistete Anzahlungen und Anlagen im Bau,0725,,0,Capital Work in Progress,Asset,EUR
Anzahlungen auf Wohnbauten auf eigenen Grundstücken,4 - geleistete Anzahlungen und Anlagen im Bau,0735,,0,Capital Work in Progress,Asset,EUR
"Geschäfts-, Fabrik- und andere Bauten im Bau auf fremden Grundstücken",4 - geleistete Anzahlungen und Anlagen im Bau,0740,,0,Capital Work in Progress,Asset,EUR
"Anzahlungen auf Geschäfts-, Fabrik- und andere Bauten auf fremden Grundstücken ",4 - geleistete Anzahlungen und Anlagen im Bau,0750,,0,Capital Work in Progress,Asset,EUR
Anzahlungen auf Wohnbauten auf fremden Grundstücken,4 - geleistete Anzahlungen und Anlagen im Bau,0765,,0,Capital Work in Progress,Asset,EUR
Technische Anlagen und Maschinen im Bau,4 - geleistete Anzahlungen und Anlagen im Bau,0770,,0,Capital Work in Progress,Asset,EUR
Anzahlungen auf technische Anlagen und Maschinen,4 - geleistete Anzahlungen und Anlagen im Bau,0780,,0,Capital Work in Progress,Asset,EUR
"Andere Anlagen, Betriebs- und Geschäftsausstattung im Bau",4 - geleistete Anzahlungen und Anlagen im Bau,0785,,0,Capital Work in Progress,Asset,EUR
"Anzahlungen auf andere Anlagen, Betriebs- und Geschäftsausstattung",4 - geleistete Anzahlungen und Anlagen im Bau,0795,,0,Capital Work in Progress,Asset,EUR
III - Finanzanlagen,A - Anlagevermögen,,,1,,Asset,EUR
1 - Anteile an verbundenen Unternehmen,III - Finanzanlagen,,,1,,Asset,EUR
Anteile an verbundenen Unternehmen,1 - Anteile an verbundenen Unternehmen,0800,,0,,Asset,EUR
"Anteile an verbundenen Unternehmen, Personengesellschaften",1 - Anteile an verbundenen Unternehmen,0803,,0,,Asset,EUR
"Anteile an verbundenen Unternehmen, Kapitalgesellschaften",1 - Anteile an verbundenen Unternehmen,0804,,0,,Asset,EUR
"Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Personengesellschaft",1 - Anteile an verbundenen Unternehmen,0805,,0,,Asset,EUR
"Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Kapitalgesellschaften",1 - Anteile an verbundenen Unternehmen,0808,,0,,Asset,EUR
Anteile an herrschender oder mit Mehrheit beteiligter Gesellschaft,1 - Anteile an verbundenen Unternehmen,0809,,0,,Asset,EUR
2 - Ausleihungen an verbundene Unternehmen,III - Finanzanlagen,,,1,,Asset,EUR
Ausleihungen an verbundene Unternehmen,2 - Ausleihungen an verbundene Unternehmen,0810,,0,,Asset,EUR
3 - Beteiligungen,III - Finanzanlagen,,,1,,Asset,EUR
Beteiligungen,3 - Beteiligungen,0820,,0,,Asset,EUR
Typisch stille Beteiligungen,3 - Beteiligungen,0830,,0,,Asset,EUR
Atypisch stille Beteiligungen,3 - Beteiligungen,0840,,0,,Asset,EUR
Beteiligungen an Kapitalgesellschaften,3 - Beteiligungen,0850,,0,,Asset,EUR
Beteiligungen an Personengesellschaften,3 - Beteiligungen,0860,,0,,Asset,EUR
"4 - Ausleihungen an Unternehmen, mit denen ein Beteilungsverhältnis besteht",III - Finanzanlagen,,,1,,Asset,EUR
Ausleihungen an verbundene Unternehmen,2 - Ausleihungen an verbundene Unternehmen,0880,,0,,Asset,EUR
"Ausleihungen an Unternehmen, mit denen ein Beteilungsverhältnis besteht, Personengesellschaften",2 - Ausleihungen an verbundene Unternehmen,0883,,0,,Asset,EUR
"Ausleihungen an Unternehmen, mit denen ein Beteilungsverhältnis besteht, Kapitalgesellschaften",2 - Ausleihungen an verbundene Unternehmen,0885,,0,,Asset,EUR
5 - Wertpapiere des Anlagevermögens,III - Finanzanlagen,,,1,,Asset,EUR
Wertpapiere des Anlagevermögens,5 - Wertpapiere des Anlagevermögens,0900,,0,,Asset,EUR
"Wertpapiere mit Gewinnbeteiligungsansprüchen, die dem Teileinkünfteverfahren unterliegen",5 - Wertpapiere des Anlagevermögens,0910,,0,,Asset,EUR
Festverzinsliche Wertpapiere,5 - Wertpapiere des Anlagevermögens,0920,,0,,Asset,EUR
Genossenschaftsanteile (Gruppe),5 - Wertpapiere des Anlagevermögens,,,1,,Asset,EUR
Genossenschaftsanteile zum langfristigen Verbleib,Genossenschaftsanteile (Gruppe),0980,,0,,Asset,EUR
Rückdeckungsansprüche aus Lebensversicherungen (Gruppe),5 - Wertpapiere des Anlagevermögens,,,1,,Asset,EUR
Rückdeckungsansprüche aus Lebensversicherungen zum langfristigen Verbleib,Rückdeckungsansprüche aus Lebensversicherungen (Gruppe),0990,,0,,Asset,EUR
6 - sonstige Ausleihungen,III - Finanzanlagen,,,1,,Asset,EUR
Übrige sonstige Ausleihungen,6 - sonstige Ausleihungen,0930,,0,,Asset,EUR
Darlehen,6 - sonstige Ausleihungen,0940,,0,,Asset,EUR
B - Umlaufvermögen,Aktiva,,,1,,Asset,EUR
I - Vorräte,B - Umlaufvermögen,,,1,,Asset,EUR
"1 - Roh-, Hilfs- und Betriebsstoffe",I - Vorräte,,,1,,Asset,EUR
"Roh-, Hilfs- und Betriebsstoffe (Bestand)","1 - Roh-, Hilfs- und Betriebsstoffe",1000,,0,Stock,Asset,EUR
"2 - unfertige Erzeugnisse, unfertige Leistungen",I - Vorräte,,,1,,Asset,EUR
"Unfertige Erzeugnisse, unfertige Leistungen (Bestand)","2 - unfertige Erzeugnisse, unfertige Leistungen",1040,,0,Stock,Asset,EUR
Unfertige Erzeugnisse (Bestand),"2 - unfertige Erzeugnisse, unfertige Leistungen",1050,,0,Stock,Asset,EUR
Unfertige Leistungen,"2 - unfertige Erzeugnisse, unfertige Leistungen",1080,,0,Stock,Asset,EUR
In Ausführung befindliche Bauaufträge,"2 - unfertige Erzeugnisse, unfertige Leistungen",1090,,0,Stock,Asset,EUR
In Arbeit befindliche Aufträge,"2 - unfertige Erzeugnisse, unfertige Leistungen",1095,,0,Stock,Asset,EUR
3 - fertige Erzeugnisse und Waren,I - Vorräte,,,1,,Asset,EUR
Fertige Erzeugnisse und Waren (Bestand),3 - fertige Erzeugnisse und Waren,1100,,0,Stock,Asset,EUR
Fertige Erzeugnisse (Bestand),3 - fertige Erzeugnisse und Waren,1110,,0,Stock,Asset,EUR
Waren (Bestand),3 - fertige Erzeugnisse und Waren,1140,,0,Stock,Asset,EUR
Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt) (Gruppe),I - Vorräte,,,1,,Asset,EUR
Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt),Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt) (Gruppe),1190,,0,,Asset,EUR
4 - geleistete Anzahlungen,I - Vorräte,,,1,,Asset,EUR
Geleistete Anzahlungen 7 % Vorsteuer,4 - geleistete Anzahlungen,1181,,0,,Asset,EUR
Geleistete Anzahlungen 16 % Vorsteuer,4 - geleistete Anzahlungen,1184,,0,,Asset,EUR
Geleistete Anzahlungen 19 % Vorsteuer,4 - geleistete Anzahlungen,1186,,0,,Asset,EUR
II - Forderungen und sonstige Vermögensgegenstände,B - Umlaufvermögen,,,1,,Asset,EUR
1 - Forderungen aus Lieferungen und Leistungen,II - Forderungen und sonstige Vermögensgegenstände,,,1,,Asset,EUR
Forderungen aus Lieferungen und Leistungen,1 - Forderungen aus Lieferungen und Leistungen,1200,,0,,Asset,EUR
Forderungen aus Lieferungen und Leistungen ohne Kontokorrent,1 - Forderungen aus Lieferungen und Leistungen,1210,,0,,Asset,EUR
Forderungen aus Lieferungen und Leistungen ohne Kontokorrent(bis 1 Jahr),1 - Forderungen aus Lieferungen und Leistungen,1221,,0,,Asset,EUR
Forderungen aus Lieferungen und Leistungen ohne Kontokorrent (größer 1 Jahr),1 - Forderungen aus Lieferungen und Leistungen,1225,,0,,Asset,EUR
Gegenkonto zu sonstigen Vermögensgegenständen bei Buchung über Debitorenkonto,1 - Forderungen aus Lieferungen und Leistungen,1258,,0,,Asset,EUR
"Gegenkonto 1221-1229,1240-1245,1250-1257, 1270-1279, 1290-1297 bei Aufteilung Debitorenkonto",1 - Forderungen aus Lieferungen und Leistungen,1259,,0,,Asset,EUR
Bewertungskorrektur zu Forderungen aus Lieferungen und Leistungen,1 - Forderungen aus Lieferungen und Leistungen,9960,,0,,Asset,EUR
Zweifelhafte Forderungen (Gruppe),1 - Forderungen aus Lieferungen und Leistungen,,,1,,Asset,EUR
Zweifelhafte Forderungen,Zweifelhafte Forderungen (Gruppe),1240,,0,,Asset,EUR
Zweifelhafte Forderungen (bis 1 Jahr),Zweifelhafte Forderungen (Gruppe),1241,,0,,Asset,EUR
Zweifelhafte Forderungen (größer 1 Jahr),Zweifelhafte Forderungen (Gruppe),1245,,0,,Asset,EUR
Einzelwertberichtigung auf Forderungen mit einer Restlaufzeit (mehr als 1 Jahr),1 - Forderungen aus Lieferungen und Leistungen,1247,,0,,Asset,EUR
Einzelwertberichtigungen auf Forderungen mit einer Restlaufzeit (bis 1 Jahr),1 - Forderungen aus Lieferungen und Leistungen,1248,,0,,Asset,EUR
Pauschalwertberichtigung auf Forderungen mit einer Restlaufzeit (mehr als 1 Jahr),1 - Forderungen aus Lieferungen und Leistungen,1249,,0,,Asset,EUR
2 - Forderungen gegen verbundene Unternehmen,II - Forderungen und sonstige Vermögensgegenstände,,,1,,Asset,EUR
Forderungen gegen verbundene Unternehmen,2 - Forderungen gegen verbundene Unternehmen,1260,,0,,Asset,EUR
Forderungen gegen verbundene Unternehmen (bis 1 Jahr),2 - Forderungen gegen verbundene Unternehmen,1261,,0,,Asset,EUR
Forderungen gegen verbundene Unternehmen (größer 1 Jahr),2 - Forderungen gegen verbundene Unternehmen,1265,,0,,Asset,EUR
Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen,2 - Forderungen gegen verbundene Unternehmen,1270,,0,Receivable,Asset,EUR
Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen (bis 1 Jahr),2 - Forderungen gegen verbundene Unternehmen,1271,,0,Receivable,Asset,EUR
Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen (größer 1 Jahr),2 - Forderungen gegen verbundene Unternehmen,1275,,0,Receivable,Asset,EUR
Wertberichtigungen auf Forderungen mit einer Restlaufzeit (bis 1 Jahr) gegen verbundene Unternehmen,2 - Forderungen gegen verbundene Unternehmen,1276,,0,,Asset,EUR
Wertberichtigungen auf Forderungen mit einer Restlaufzeit (mehr als 1 Jahr) gegen verbundene Unternehmen,2 - Forderungen gegen verbundene Unternehmen,1277,,0,,Asset,EUR
"3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",II - Forderungen und sonstige Vermögensgegenstände,,,1,,Asset,EUR
"Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1280,,0,,Asset,EUR
"Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht, Restlaufzeit (bis 1 Jahr)","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1281,,0,,Asset,EUR
"Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht, Restlaufzeit (größer 1 Jahr)","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1285,,0,,Asset,EUR
"Forderungen aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteilungsverhältnis besteht","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1290,,0,Receivable,Asset,EUR
"Forderungen aus Lieferungen und Leistungen ggü. Unternehmen, mit bestehendem Beteilungsverhältnis, Restlaufzeit (bis 1 J.)","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1291,,0,Receivable,Asset,EUR
"Forderungen aus Lieferungen und Leistungen ggü. Unternehmen, mit bestehendem Beteilungsverhältnis, Restlaufzeit (größer 1 J.)","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1295,,0,Receivable,Asset,EUR
"Wertberichtigungen auf Forderungen (bis 1 Jahr) gegenüber Unternehmen, mit denen ein Beteilungsverhältnis besteht","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1296,,0,,Asset,EUR
"Wertberichtigungen auf Forderungen (mehr als 1 Jahr) gegenüber Unternehmen, mit denen ein Beteilungsverhältnis besteht","3 - Forderungen gegen Unternehmen, mit denen ein Beteilungsverhältnis besteht",1297,,0,,Asset,EUR
4 - sonstige Vermögensgegenstände,II - Forderungen und sonstige Vermögensgegenstände,,,1,,Asset,EUR
"Eingeforderte, noch ausstehende Kapitaleinlagen",4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
"Ausstehende Einlagen auf das gezeichnete Kapital, eingefordert","Eingeforderte, noch ausstehende Kapitaleinlagen",1298,,0,,Asset,EUR
Sonstige Vermögensgegenstände,4 - sonstige Vermögensgegenstände,1300,,0,,Asset,EUR
"Sonstige Vermögensgegenstände, Restlaufzeit (bis 1 Jahr)",4 - sonstige Vermögensgegenstände,1301,,0,,Asset,EUR
"Sonstige Vermögensgegenstände, Restlaufzeit (größer 1 Jahr)",4 - sonstige Vermögensgegenstände,1305,,0,,Asset,EUR
Forderungen gegen typisch stille Gesellschafter,4 - sonstige Vermögensgegenstände,1337,,0,,Asset,EUR
